iter	Passed	Remaining
340	2457	4750
341	2464	4740
342	2470	4731
343	2476	4722
344	2482	4714
345	2489	4705
346	2495	4697
347	2502	4688
348	2508	4678
349	2514	4669
350	2520	4660
351	2526	4650
352	2532	4641
353	2539	4634
354	2545	4625
355	2552	4616
356	2557	4606
357	2563	4597
358	2570	4589
359	2576	4580
360	2582	4570
361	2588	4562
362	2594	4553
363	2600	4544
364	2607	4535
365	2613	4527
366	2620	4519
367	2626	4510
368	2633	4502
369	2639	4494
370	2645	4485
371	2652	4477
372	2658	4468
373	2664	4459
374	2671	4451
375	2677	4443
376	2683	4434
377	2689	4425
378	2695	4415
379	2701	4407
380	2707	4398
381	2713	4389
382	2720	4381
383	2725	4372
384	2731	4363
385	2737	4355
386	2743	4345
387	2750	4337
388	2756	4329
389	2761	4320
390	2768	4312
391	2774	4303
392	2781	4295
393	2787	4287
394	2793	4279
395	2800	4271
396	2806	4262
397	2811	4253
398	2818	4245
399	2824	4236
400	2830	4228
401	2837	4220
402	2843	4211
403	2849	4203
404	2855	4195
405	2861	4187
406	2867	4178
407	2873	4170
408	2879	4161
409	2886	4153
410	2891	4144
411	2898	4136
412	2904	4127
413	2910	4119
414	2916	4111
415	2922	4103
416	2928	4094
417	2934	4086
418	2941	4078
419	2947	4070
420	2953	4061
421	2959	4053
422	2965	4045
423	2971	4036
424	2978	4029
425	2984	4020
426	2990	4012
427	2996	4005
428	3002	3996
429	3009	3989
430	3015	3981
431	3021	3973
432	3028	3965
433	3035	3958
434	3041	3949
435	3047	3941
436	3052	3933
437	3059	3925
438	3065	3917
439	3071	3909
440	3078	3902
441	3084	3894
442	3092	3888
443	3099	3881
444	3106	3873
445	3112	3866
446	3118	3858
447	3124	3850
448	3131	3842
449	3137	3834
450	3144	3827
451	3150	3819
452	3156	3811
453	3162	3803
454	3168	3795
455	3174	3787
456	3180	3779
457	3186	3771
458	3192	3763
459	3199	3755
460	3205	3747
461	3211	3739
462	3217	3731
463	3224	3724
464	3231	3717
465	3237	3709
466	3242	3701
467	3248	3692
468	3254	3685
469	3260	3676
470	3266	3668
471	3273	3661
472	3279	3653
473	3285	3646
474	3291	3638
475	3297	3630
476	3304	3622
477	3310	3615
478	3316	3607
479	3323	3599
480	3328	3591
481	3335	3584
482	3341	3576
483	3347	3569
484	3354	3561
485	3360	3554
486	3366	3546
487	3372	3538
488	3378	3530
489	3384	3522
490	3390	3515
491	3396	3507
492	3402	3499
493	3408	3491
494	3415	3484
495	3421	3476
496	3428	3469
497	3434	3462
498	3441	3455
499	3447	3447
500	3454	3440
501	3461	3433
502	3467	3426
503	3474	3419
504	3480	3411
505	3487	3405
506	3494	3398
507	3500	3390
508	3507	3383
509	3514	3376
510	3521	3369
511	3527	3362
512	3534	3355
513	3541	3348
514	3548	3342
515	3555	3334
516	3561	3327
517	3568	3320
518	3574	3313
519	3581	3306
520	3588	3299
521	3594	3291
522	3601	3284
523	3607	3276
524	3614	3270
525	3621	3263
526	3627	3255
527	3633	3248
528	3640	3240
529	3645	3233
530	3651	3225
531	3657	3217
532	3663	3210
533	3669	3202
534	3675	3195
535	3682	3188
536	3689	3180
537	3696	3173
538	3702	3166
539	3709	3159
540	3715	3152
541	3722	3145
542	3729	3138
543	3736	3132
544	3743	3125
545	3750	3118
546	3757	3111
547	3764	3104
548	3770	3097
549	3778	3091
550	3784	3084
551	3791	3077
552	3798	3070
553	3805	3063
554	3812	3056
555	3818	3049
556	3825	3042
557	3832	3035
558	3838	3028
559	3845	3021
560	3851	3014
561	3857	3006
562	3864	2999
563	3870	2992
564	3877	2985
565	3883	2977
566	3889	2970
567	3896	2963
568	3902	2956
569	3909	2949
570	3915	2942
571	3922	2934
572	3928	2927
573	3935	2920
574	3941	2913
575	3947	2905
576	3953	2898
577	3960	2891
578	3966	2884
579	3972	2876
580	3979	2869
581	3984	2862
582	3991	2854
583	3998	2847
584	4004	2840
585	4011	2834
586	4017	2826
587	4024	2819
588	4031	2813
589	4038	2806
590	4046	2800
591	4053	2793
592	4060	2787
593	4068	2780
594	4076	2774
595	4082	2767
596	4090	2761
597	4097	2754
598	4103	2747
599	4111	2740
600	4118	2734
601	4125	2727
602	4132	2720
603	4139	2713
604	4145	2706
605	4152	2699
606	4158	2692
607	4164	2685
608	4171	2678
609	4177	2670
610	4183	2663
611	4189	2656
612	4195	2648
613	4202	2641
614	4208	2634
615	4213	2626
616	4220	2619
617	4226	2612
618	4232	2605
619	4239	2598
620	4245	2590
621	4251	2583
622	4257	2576
623	4264	2569
624	4270	2562
625	4276	2554
626	4282	2547
627	4288	2540
628	4295	2533
629	4301	2526
630	4307	2518
631	4314	2511
632	4320	2504
633	4326	2497
634	4332	2490
635	4338	2483
636	4345	2476
637	4351	2469
638	4357	2461
639	4364	2454
640	4370	2447
641	4376	2440
642	4383	2433
643	4388	2426
644	4394	2418
645	4400	2411
646	4406	2404
647	4413	2397
648	4419	2389
649	4424	2382
650	4431	2375
651	4437	2368
652	4443	2361
653	4449	2354
654	4455	2347
655	4462	2340
656	4468	2332
657	4475	2325
658	4481	2318
659	4488	2312
660	4494	2305
661	4501	2298
662	4507	2291
663	4514	2284
664	4521	2277
665	4527	2270
666	4534	2264
667	4541	2257
668	4548	2250
669	4554	2243
670	4562	2236
671	4568	2229
672	4575	2223
673	4582	2216
674	4588	2209
675	4596	2202
676	4603	2196
677	4610	2189
678	4616	2182
679	4623	2175
680	4629	2168
681	4637	2162
682	4643	2155
683	4649	2148
684	4656	2141
685	4662	2134
686	4668	2127
687	4675	2120
688	4681	2112
689	4687	2105
690	4693	2098
691	4699	2091
692	4706	2084
693	4712	2078
694	4718	2070
695	4725	2063
696	4731	2057
697	4738	2050
698	4744	2043
699	4751	2036
700	4758	2029
701	4764	2022
702	4769	2015
703	4776	2008
704	4782	2001
705	4788	1994
706	4795	1987
707	4801	1980
708	4807	1973
709	4814	1966
710	4821	1959
711	4828	1952
712	4835	1946
713	4842	1939
714	4849	1932
715	4856	1926
716	4863	1919
717	4870	1912
718	4877	1906
719	4883	1899
720	4890	1892
721	4897	1885
722	4904	1878
723	4910	1872
724	4917	1865
725	4924	1858
726	4930	1851
727	4937	1844
728	4944	1838
729	4951	1831
730	4958	1824
731	4964	1817
732	4971	1810
733	4977	1803
734	4983	1796
735	4990	1789
736	4996	1782
737	5003	1776
738	5009	1769
739	5015	1762
740	5021	1755
741	5028	1748
742	5035	1741
743	5042	1734
744	5048	1727
745	5054	1720
746	5060	1713
747	5066	1706
748	5072	1699
749	5078	1692
750	5085	1685
751	5091	1678
752	5097	1672
753	5103	1665
754	5109	1658
755	5116	1651
756	5122	1644
757	5127	1637
758	5134	1630
759	5140	1623
760	5147	1616
761	5153	1609
762	5159	1602
763	5165	1595
764	5172	1588
765	5178	1581
766	5184	1575
767	5190	1567
768	5196	1561
769	5202	1554
770	5209	1547
771	5215	1540
772	5221	1533
773	5227	1526
774	5233	1519
775	5239	1512
776	5246	1505
777	5252	1498
778	5258	1491
779	5264	1484
780	5270	1477
781	5277	1471
782	5283	1464
783	5290	1457
784	5297	1450
785	5303	1444
786	5310	1437
787	5317	1430
788	5324	1423
789	5331	1417
790	5337	1410
791	5344	1403
792	5351	1396
793	5357	1389
794	5364	1383
795	5370	1376
796	5377	1369
797	5384	1363
798	5391	1356
799	5399	1349
800	5405	1343
801	5413	1336
802	5419	1329
803	5427	1323
804	5434	1316
805	5441	1309
806	5448	1303
807	5455	1296
808	5462	1289
809	5468	1282
810	5474	1275
811	5481	1269
812	5486	1261
813	5493	1255
814	5498	1248
815	5505	1241
816	5512	1234
817	5517	1227
818	5524	1220
819	5530	1213
820	5536	1207
821	5543	1200
822	5549	1193
823	5555	1186
824	5562	1179
825	5568	1172
826	5574	1166
827	5580	1159
828	5587	1152
829	5592	1145
830	5599	1138
831	5606	1132
832	5612	1125
833	5618	1118
834	5625	1111
835	5632	1104
836	5639	1098
837	5645	1091
838	5652	1084
839	5659	1077
840	5666	1071
841	5673	1064
842	5679	1057
843	5686	1051
844	5693	1044
845	5700	1037
846	5708	1031
847	5714	1024
848	5721	1017
849	5728	1010
850	5735	1004
851	5741	997
852	5748	990
853	5755	983
854	5762	977
855	5769	970
856	5776	963
857	5783	957
858	5789	950
859	5795	943
860	5802	936
861	5808	929
862	5815	923
863	5821	916
864	5828	909
865	5834	902
866	5841	896
867	5848	889
868	5854	882
869	5860	875
870	5866	868
871	5872	862
872	5879	855
873	5886	848
874	5893	841
875	5900	835
876	5906	828
877	5913	821
878	5920	815
879	5927	808
880	5934	801
881	5940	794
882	5947	788
883	5954	781
884	5961	774
885	5968	767
886	5975	761
887	5982	754
888	5989	747
889	5996	741
890	6002	734
891	6011	727
892	6019	721
893	6026	714
894	6033	707
895	6040	701
896	6047	694
897	6054	687
898	6061	680
899	6067	674
900	6073	667
901	6079	660
902	6085	653
903	6091	646
904	6098	640
905	6104	633
906	6110	626
907	6117	619
908	6122	612
909	6129	606
910	6135	599
911	6141	592
912	6148	585
913	6154	579
914	6160	572
915	6166	565
916	6172	558
917	6179	551
918	6185	545
919	6191	538
920	6197	531
921	6204	524
922	6211	518
923	6218	511
924	6225	504
925	6232	498
926	6238	491
927	6245	484
928	6252	477
929	6259	471
930	6266	464
931	6273	457
932	6279	450
933	6286	444
934	6293	437
935	6300	430
936	6307	424
937	6314	417
938	6320	410
939	6327	403
940	6334	397
941	6341	390
942	6349	383
943	6355	377
944	6363	370
945	6370	363
946	6376	356
947	6382	350
948	6389	343
949	6395	336
950	6400	329
951	6407	323
952	6413	316
953	6418	309
954	6425	302
955	6431	296
956	6437	289
957	6444	282
958	6450	275
959	6456	269
960	6462	262
961	6468	255
962	6475	248
963	6482	242
964	6488	235
965	6495	228
966	6501	221
967	6508	215
968	6515	208
969	6521	201
970	6528	194
971	6534	188
972	6541	181
973	6548	174
974	6555	168
975	6562	161
976	6569	154
977	6575	147
978	6582	141
979	6589	134
980	6596	127
981	6603	121
982	6610	114
983	6617	107
984	6624	100
985	6631	94
986	6638	87
987	6645	80
988	6651	73
989	6658	67
990	6665	60
991	6672	53
992	6679	47
993	6685	40
994	6692	33
995	6698	26
996	6704	20
997	6711	13
998	6717	6
999	6724	0
